project_name,nb_XML_files_beans_config,nb_Java_files_beans_config,nb_total_files_beans_config,nb_XML_beans,nb_Java_beans,nb_total_beans,is_autowired,nb_Java_files,LoC_Java,stargazers_count,watchers_count,forks_count,open_issues_count,score,size,created_at,
417511458/jbone,0,25,25,0,90,90,True,393,13447,433,433,294,0,24.127323,24787,2017-12-26T15:17:33Z,
527515025/springBoot,0,44,44,0,57,57,True,147,4715,1746,1746,1064,16,82.27074,352,2016-11-07T02:13:31Z,
7040210/SuperBoot,0,8,8,0,18,18,True,230,15870,158,158,65,0,15.326879,27500,2017-09-13T09:55:32Z,
aatarasoff/spring-thrift-starter,0,2,2,0,4,4,True,23,1049,127,127,46,4,40.655323,270,2015-09-07T21:01:07Z,
abel533/Mybatis-Spring,2,0,2,20,0,20,False,16,414,794,794,567,23,63.453518,1902,2014-11-21T17:03:40Z,
abel533/MyBatis-Spring-Boot,0,0,0,0,0,0,True,16,451,2315,2315,1330,90,67.71668,148,2015-12-19T09:57:22Z,
aboullaite/spring-boot-jwt,0,1,1,0,3,3,True,9,252,106,106,47,0,40.404003,7,2017-02-04T11:32:09Z,
Activiti/Activiti,0,12,12,0,68,68,True,1714,92824,4393,4393,3333,233,54.326878,94183,2012-09-13T11:34:43Z,
adrianbk/swagger-springmvc-demo,0,3,3,0,7,7,True,25,1131,158,158,106,11,46.1224,1346,2013-11-17T13:26:16Z,
aerospike/recommendation-engine-example,0,1,1,0,6,6,True,12,1088,105,105,38,1,26.484251,888609,2014-01-07T23:01:31Z,
alibaba/cobarclient,0,0,0,0,0,0,False,55,3425,507,507,376,3,33.270992,968,2013-07-15T02:22:23Z,
alibaba/dubbo-spring-boot-starter,0,2,2,0,3,3,False,12,859,1348,1348,530,33,67.050995,81,2017-01-20T08:02:19Z,
alibaba/jetcache,0,6,6,0,11,11,True,163,8677,1108,1108,281,35,41.59525,1912,2017-04-12T07:48:23Z,
alibaba/velocity-spring-boot-project,0,3,3,0,10,10,True,38,1409,160,160,39,1,40.15028,108,2018-06-15T03:43:42Z,
alipay/sofa-boot,7,4,11,13,23,36,True,186,7609,2229,2229,574,10,36.82168,999,2018-04-02T08:28:14Z,
ameizi/spring-quartz-cluster-sample,2,0,2,7,0,7,False,10,580,172,172,132,0,47.77201,107,2016-08-04T08:16:21Z,
anilallewar/microservices-basics-spring-boot,0,2,2,0,2,2,True,23,911,318,318,202,9,51.689278,5395,2017-04-20T10:48:46Z,
aol/micro-server,0,27,27,0,42,42,True,284,10684,890,890,209,49,40.868324,8230,2015-02-23T21:54:25Z,
apache/incubator-dubbo,1,0,1,1,0,1,True,771,56615,23341,23341,15826,273,39.523277,13829,2012-06-19T07:56:02Z,
apache/incubator-dubbo-spring-boot-project,0,3,3,0,10,10,True,23,848,2379,2379,674,23,60.860672,932,2018-01-18T12:10:50Z,
Appolica/Flubber,0,0,0,0,0,0,False,111,3707,227,227,39,3,23.91441,3119,2017-02-04T16:28:05Z,
apssouza22/java-microservice,0,6,6,0,8,8,True,110,2874,104,104,76,3,35.581543,743,2017-04-03T16:20:17Z,
arnaudroger/SimpleFlatMapper,0,0,0,0,0,0,False,1098,47527,249,249,41,31,24.487072,9159,2014-07-16T17:44:33Z,
arocketman/Spring-oauth2-jpa-example,0,1,1,0,3,3,True,11,258,136,136,78,1,42.03837,16,2017-04-14T15:38:52Z,
avthart/spring-boot-axon-sample,0,0,0,0,0,0,True,24,476,142,142,81,1,44.21679,2185,2014-02-23T07:12:15Z,
awslabs/aws-serverless-java-container,0,2,2,2,12,14,True,96,7142,601,601,176,21,35.69501,880,2016-12-05T20:04:57Z,
aws-samples/eb-java-scorekeep,0,1,1,0,1,1,True,36,1409,101,101,70,2,25.046028,930,2016-10-31T18:08:30Z,
b3log/latke,0,0,0,0,0,0,False,188,13668,629,629,263,1,32.083206,35144,2012-08-09T05:54:40Z,
backkoms/simplemall,0,12,12,0,25,25,True,104,11756,451,451,233,6,24.91032,853,2017-08-12T22:25:50Z,
Baeldung/spring-security-oauth,0,18,18,0,55,55,True,52,1679,834,834,578,20,60.441006,697,2016-03-02T09:04:07Z,
Baeldung/spring-security-registration,0,5,5,0,18,18,True,66,2973,620,620,463,3,64.36783,1664,2016-03-02T09:10:48Z,
baichengzhou/SpringMVC-Mybatis-shiro,5,0,5,47,0,47,False,90,6155,304,304,233,0,63.41063,520,2016-06-21T02:24:22Z,
baichengzhou/SpringMVC-Mybatis-Shiro-redis-0.2,5,0,5,49,0,49,False,91,6330,1271,1271,991,26,72.91698,26304,2016-11-25T10:12:46Z,
battcn/spring-boot2-learning,0,8,8,0,27,27,True,110,2806,351,351,171,2,50.943527,272,2018-03-02T09:36:05Z,
bclozel/spring-resource-handling,0,0,0,0,0,0,True,5,130,140,140,38,3,39.87517,278,2014-04-24T14:13:01Z,
bclozel/webflux-workshop,0,2,2,0,3,3,True,16,415,105,105,53,1,45.044632,92,2017-05-04T13:56:27Z,
benwilcock/cqrs-microservice-sampler,0,4,4,0,35,35,True,31,1163,449,449,219,7,44.049263,1080,2015-09-22T12:45:29Z,
berndruecker/flowing-retail,0,5,5,0,13,13,True,140,4939,429,429,126,5,18.727795,26500,2017-09-13T11:41:51Z,
bfwg/angular-spring-starter,0,1,1,0,3,3,True,28,978,218,218,107,4,47.003456,46631,2017-05-14T00:13:38Z,
bfwg/springboot-jwt-starter,0,1,1,0,2,2,True,19,751,411,411,207,0,52.514626,220,2016-10-30T00:00:47Z,
bijukunjummen/spring-cloud-ping-pong-sample,0,2,2,0,3,3,True,21,473,108,108,101,1,46.368217,210,2015-05-30T04:20:51Z,
bill1012/AdminEAP,6,1,7,59,2,61,True,233,17894,799,799,444,9,39.970142,30146,2016-09-25T03:51:06Z,
binarywang/weixin-java-mp-demo-springboot,0,1,1,0,1,1,True,23,682,448,448,295,0,52.303017,3101,2016-10-27T07:26:17Z,
binarywang/weixin-java-mp-demo-springmvc,2,0,2,5,0,5,False,18,554,,,,,,,,
binarywang/weixin-java-pay-demo,0,2,2,0,2,2,True,8,444,215,215,142,1,32.914375,67,2017-03-05T07:14:36Z,
bitkylin/ClusterDeviceControlPlatform,0,3,3,0,5,5,True,334,12850,167,167,84,0,9.6172695,1150,2017-02-21T12:56:42Z,
bkielczewski/example-spring-boot-security,0,0,0,0,0,0,True,19,475,299,299,220,2,51.900063,100,2014-12-25T15:31:03Z,
blk-io/erc20-rest-service,0,0,0,0,2,2,True,6,735,112,112,65,7,31.046179,1647,2017-05-28T05:38:41Z,
BottegaIT/ddd-leaven-v2,1,0,1,8,0,8,False,161,3691,480,480,147,0,29.777313,385,2013-12-06T14:00:22Z,
boylegu/SpringBoot-vue,0,1,1,0,1,1,True,12,576,1196,1196,547,10,73.78479,33044,2017-06-20T07:07:19Z,
brianway/spring-learning,29,5,34,156,8,164,False,117,2349,231,231,141,0,51.60015,2094,2016-05-09T12:58:37Z,
brianway/springmvc-mybatis-learning,7,0,7,31,0,31,False,58,3559,1762,1762,792,4,64.21033,16311,2016-03-10T07:29:31Z,
BroadleafCommerce/BroadleafCommerce,25,0,25,511,0,511,False,2215,146405,1203,1203,973,171,53.506218,282244,2011-12-09T17:53:52Z,
brunocleite/spring-boot-exception-handling,0,0,0,0,0,0,True,12,425,122,122,81,1,43.793613,60,2017-07-21T00:37:15Z,
bz51/SpringBoot-Dubbo-Docker-Jenkins,0,2,2,0,8,8,True,142,6026,755,755,349,15,67.20604,442,2018-01-18T01:38:08Z,
CaledoniaProject/CVE-2018-1270,0,0,0,0,0,0,True,8,135,101,101,24,0,37.094376,474,2018-04-07T00:14:33Z,
callicoder/spring-boot-mysql-rest-api-tutorial,0,0,0,0,0,0,True,6,159,118,118,124,4,41.300797,58,2017-06-27T13:31:50Z,
callicoder/spring-security-react-ant-design-polls-app,0,2,2,0,4,4,True,46,1761,368,368,207,6,51.263218,1283,2018-02-28T05:01:35Z,
camunda/camunda-bpm-spring-boot-starter,0,5,5,0,38,38,False,79,3075,176,176,106,5,44.31269,4763,2015-06-16T04:05:20Z,
Cenyol/SpringMVC,3,1,4,7,2,9,True,13,303,409,409,346,3,69.40838,13013,2015-10-24T12:54:44Z,
cf-samples-attic/springsource-cloudfoundry-samples,27,8,35,79,43,122,True,90,4032,263,263,189,3,50.825653,19089,2011-04-04T13:56:58Z,
changmingxie/aggregate-framework,5,0,5,17,0,17,False,95,4680,194,194,98,1,6.8960238,2312,2015-09-02T03:10:46Z,
chaokunyang/cloud-shop,0,2,2,0,3,3,True,35,911,105,105,62,3,28.472721,118,2017-02-15T10:18:12Z,
chaokunyang/microservices-event-sourcing,0,3,3,0,14,14,True,104,3706,484,484,249,13,33.404087,6465,2017-03-09T10:13:00Z,
chengzhx76/weixin-shop-spring-cloud,0,3,3,0,18,18,True,173,5039,386,386,220,7,52.663216,213,2017-08-15T06:20:41Z,
chenlei2/spring-boot-mybatis-rw,3,1,4,10,6,16,True,20,1044,268,268,132,9,48.815548,153,2016-07-03T11:12:02Z,
chenupt/SpringIndicator,0,0,0,0,0,0,False,11,560,2206,2206,538,21,77.983604,5829,2015-01-31T12:26:00Z,
ChinaLHR/JavaQuarkBBS,0,9,9,0,23,23,True,126,4941,368,368,144,2,33.88071,3240,2017-07-30T13:01:46Z,
chxfantasy/spring-cloud-demo,0,13,13,0,33,33,True,107,3899,225,225,85,1,45.605778,1105,2017-12-17T17:28:51Z,
cjbi/wetech-admin,0,4,4,0,21,21,True,77,3522,113,113,59,0,6.8675146,124382,2017-10-30T05:25:50Z,
classtag/mini-rpc,2,0,2,4,0,4,False,17,594,146,146,115,1,34.749447,73,2015-01-04T08:26:59Z,
cmlbeliever/SpringBootLearning,2,19,21,8,60,68,True,105,3769,110,110,67,0,51.477455,1308,2017-02-19T01:54:34Z,
code4craft/tiny-spring,0,0,0,0,0,0,False,76,1514,1756,1756,1011,11,69.18864,637,2014-01-10T16:37:57Z,
codecentric/chaos-monkey-spring-boot,0,1,1,0,14,14,True,39,1055,351,351,37,5,43.21753,2696,2017-04-06T07:56:01Z,
codecentric/spring-boot-admin,0,13,13,0,59,59,False,157,7465,6072,6072,1732,23,71.66825,16030,2014-07-25T11:39:13Z,
codecentric/spring-boot-starter-batch-web,4,7,11,19,21,40,True,47,2030,202,202,102,2,44.432434,1336,2014-04-10T07:05:25Z,
code-not-found/spring-kafka,0,18,18,0,75,75,True,48,1409,120,120,231,1,54.80191,143,2016-09-27T17:24:10Z,
coder-yqj/springboot-shiro,0,3,3,0,12,12,True,34,1183,357,357,241,3,56.171673,844,2017-04-19T08:55:14Z,
codingapi/springcloud-lcn-demo,0,0,0,0,11,11,True,53,1273,127,127,113,12,45.842045,312,2017-11-14T09:07:39Z,
Codingpedia/demo-rest-jersey-spring,1,0,1,13,0,13,False,30,1115,234,234,201,1,50.98622,346,2014-05-24T04:32:37Z,
CrazyHusen/highdsa,20,1,21,169,3,172,True,227,11930,139,139,65,0,15.341257,5149,2018-02-02T12:16:28Z,
crossoverJie/springboot-cloud,0,6,6,0,7,7,True,43,1643,375,375,177,0,54.398453,142,2017-06-26T02:35:17Z,
cwenao/springboot_cwenao,2,9,11,2,20,22,True,54,1408,235,235,147,0,51.865772,116,2017-01-29T11:39:45Z,
dadoonet/spring-elasticsearch,0,0,0,0,0,0,False,10,801,251,251,110,2,52.00234,505,2012-02-10T20:02:15Z,
daniel-cottone/Cerberus,0,1,1,0,4,4,True,19,710,454,454,183,3,30.525116,132,2015-07-10T13:02:37Z,
daniellitoc/xultimate-resource,8,0,8,48,0,48,False,14,454,159,159,130,3,10.17165,256,2014-02-09T14:13:24Z,
DanielThomas/spring-boot-starter-netty,0,1,1,0,2,2,True,23,2120,131,131,57,0,43.44812,272,2014-11-20T17:01:32Z,
darrachequesne/spring-data-jpa-datatables,0,0,0,0,0,0,False,18,766,210,210,96,11,46.265957,181,2015-08-10T19:38:33Z,
davidkiss/spring-boot-quartz-demo,0,1,1,0,5,5,True,5,142,261,261,179,2,50.303165,19,2015-01-21T04:27:27Z,
ddd-by-examples/all-things-cqrs,0,0,0,0,0,0,True,68,1305,212,212,32,0,23.139307,3725,2018-08-17T08:11:04Z,
ddd-by-examples/factory,0,4,4,0,8,8,True,91,2265,489,489,93,2,32.73329,9779,2017-12-04T07:53:57Z,
dearbinge/dubbo-spring-boot-mybatis-redis,2,0,2,7,0,7,False,17,499,707,707,504,7,56.541584,29,2016-04-05T09:22:35Z,
dhis2/dhis2-core,29,7,36,893,15,908,True,2625,225726,104,104,124,19,39.30535,57047,2016-08-30T12:57:05Z,
dlizarra/spring-boot-react-webpack-starter,0,2,2,0,5,5,True,25,606,140,140,50,1,39.394836,47,2016-02-28T14:10:26Z,
dockersamples/atsea-sample-shop-app,0,1,1,0,10,10,True,26,1115,343,343,240,1,25.594357,7403,2017-02-27T19:09:35Z,
drtrang/druid-spring-boot,0,8,8,0,21,21,True,29,1139,216,216,60,4,44.956337,320,2017-07-11T03:22:26Z,
dsyer/sparklr-boot,0,0,0,0,0,0,True,1,76,135,135,85,1,41.889294,98,2014-03-13T15:04:04Z,
dsyer/spring-boot-startup-bench,0,1,1,0,18,18,True,88,5711,121,121,20,2,36.8265,758,2016-11-30T10:42:25Z,
dsyer/spring-boot-thin-launcher,0,2,2,0,7,7,True,62,5033,311,311,30,9,40.40774,1497,2016-10-18T09:13:45Z,
dyc87112/SpringBoot-Learning,2,11,13,2,27,29,True,114,2344,5234,5234,2239,16,88.36955,32687,2016-08-21T03:39:06Z,
dyc87112/SpringCloudBook,0,1,1,0,19,19,True,62,1223,372,372,268,8,64.85533,50,2017-01-08T12:12:35Z,
dyc87112/spring-cloud-config-admin,0,7,7,0,10,10,True,61,1792,408,408,144,44,50.28346,17489,2018-04-02T03:24:12Z,
dyc87112/SpringCloud-Learning,0,1,1,0,11,11,True,74,1439,3164,3164,1572,9,84.28989,177,2016-08-21T03:39:52Z,
dynamind/spring-boot-security-oauth2-minimal,0,1,1,0,3,3,True,5,240,362,362,154,2,45.042213,68,2015-07-30T09:01:58Z,
eacdy/spring-cloud-study,0,0,0,0,2,2,True,27,428,807,807,594,2,60.280563,364,2016-08-26T09:35:58Z,
eugenp/tutorials,82,354,436,218,939,1157,True,5612,164202,10093,10093,15131,50,88.4504,113440,2013-04-29T18:26:36Z,
eventuate-examples/eventuate-examples-java-spring-todo-list,0,7,7,0,19,19,True,67,1674,190,190,97,15,41.14167,439,2015-12-19T19:24:23Z,
ewolff/microservice,0,3,3,0,3,3,True,24,977,459,459,226,3,31.297667,263,2015-04-01T21:36:42Z,
Exrick/x-boot,0,3,3,0,3,3,True,133,5176,671,671,253,3,28.329363,3502,2018-04-23T14:44:18Z,
fabric8io/spring-cloud-kubernetes,0,7,7,0,13,13,True,44,1936,561,561,162,22,53.513454,369,2016-03-25T14:32:54Z,
facebook/rebound,0,0,0,0,0,0,False,34,3609,5228,5228,846,26,45.83314,23621,2013-10-11T01:12:37Z,
fallsea/spring-boot-starter-motan,0,4,4,0,8,8,True,11,202,101,101,49,0,40.53603,25,2017-09-19T06:30:48Z,
fanchaoo/forum,2,0,2,11,0,11,False,32,1604,244,244,159,10,28.930557,1223,2016-10-25T02:51:51Z,
fanchaoo/hahu,2,0,2,14,0,14,False,44,3042,254,254,126,4,28.383558,586,2017-05-03T09:33:15Z,
fangjian0423/springboot-analysis,3,2,5,4,7,11,True,90,1383,109,109,68,0,44.840225,73,2017-05-01T16:26:29Z,
FastBootWeixin/FastBootWeixin,0,6,6,0,38,38,True,205,32473,488,488,143,5,19.178658,53170,2017-08-25T08:04:19Z,
Feng14/MiniWeChat-Server,1,0,1,10,0,10,False,80,23157,196,196,124,1,39.585884,26111,2015-03-09T02:11:17Z,
fengjiachun/Jupiter,3,0,3,12,0,12,False,400,27546,838,838,402,4,20.264761,9409,2015-10-23T15:04:14Z,
flindby/spring-oauth2-zuul,0,3,3,0,3,3,True,9,299,101,101,65,1,41.785915,17,2015-11-25T13:25:47Z,
flipkart-incubator/springy-heads,0,0,0,0,0,0,False,25,2968,353,353,103,32,50.80199,5689,2015-02-17T11:16:21Z,
FluentLenium/FluentLenium,0,1,1,0,1,1,True,315,13477,669,669,167,36,23.519726,6319,2011-07-22T13:26:37Z,
Foreveriss/SpringBoot,0,16,16,0,36,36,True,85,2255,333,333,216,4,65.23204,359,2017-06-29T11:26:10Z,
forezp/SpringBootLearning,0,2,2,0,23,23,True,85,1979,902,902,537,7,72.528046,206,2017-04-21T15:57:41Z,
forezp/springcloud-book,0,28,28,0,46,46,True,178,4230,221,221,207,0,53.776806,683,2018-03-18T03:19:24Z,
forezp/SpringCloudLearning,0,0,0,0,25,25,True,74,1491,5538,5538,3205,25,91.234856,514,2017-04-08T10:06:56Z,
fp2952/spring-cloud-base,0,11,11,0,28,28,True,108,4173,103,103,62,4,56.9428,1756,2018-04-13T04:47:07Z,
freew01f/securing-spring-boot-with-jwts,0,0,0,0,0,0,True,1,235,103,103,58,1,49.258617,49,2017-04-28T04:45:23Z,
FrontierPsychiatrist/spring-oauth-example,0,4,4,0,11,11,True,18,736,123,123,73,3,43.307026,217,2014-06-28T12:32:50Z,
Fruzenshtein/spr-mvc-hib,0,1,1,0,4,4,True,9,282,204,204,336,2,44.694633,38,2013-04-20T15:40:13Z,
fuhoujun/e,0,3,3,0,5,5,True,15,773,409,409,257,0,9.164409,87440,2016-03-17T08:23:45Z,
FunriLy/springboot-study,0,7,7,0,10,10,True,59,1773,115,115,148,0,49.77948,91,2017-01-24T08:29:56Z,
FutureProcessing/spring-boot-security-example,0,2,2,0,7,7,True,26,700,229,229,156,1,49.165154,231,2014-11-14T15:51:04Z,
FuZhucheng/SSM,5,0,5,13,0,13,False,60,2653,488,488,261,5,39.743156,86078,2017-04-01T13:09:08Z,
g00glen00b/ng-spring-boot,0,0,0,0,0,0,True,4,74,177,177,152,0,59.9943,32,2014-12-15T21:50:44Z,
gaussic/SpringMVCDemo,1,0,1,4,0,4,False,6,317,402,402,376,31,69.800476,81,2016-03-08T14:49:10Z,
gdpancheng/LoonAndroid,0,0,0,0,0,0,False,218,19337,562,562,373,10,15.179828,16475,2014-03-07T01:26:46Z,
githubofrico/RestSpringMVCDemo,2,0,2,11,0,11,True,19,527,260,260,203,3,51.18519,24,2017-07-05T01:02:05Z,
gothinkster/spring-boot-realworld-example-app,0,2,2,0,3,3,True,64,1879,217,217,97,1,44.429836,292,2017-08-28T17:43:55Z,
grossopa/weixin-mp-java,0,0,0,0,0,0,False,102,2461,224,224,161,9,18.654554,426,2013-08-01T14:16:24Z,
gustavoponce7/SpringSecurityLoginTutorial,0,1,1,0,1,1,True,10,308,142,142,176,10,59.148605,125,2016-11-16T19:34:58Z,
habuma/spring-in-action-4-samples,12,28,40,31,59,90,True,176,4370,333,333,317,15,52.073,446,2014-11-06T18:32:03Z,
hamvocke/spring-testing,0,0,0,0,1,1,True,6,202,223,223,117,4,50.315186,6640,2017-05-12T06:49:12Z,
hantsy/angularjs-springmvc-sample,0,7,7,0,12,12,True,32,1213,291,291,211,0,51.590485,1041,2014-06-09T16:34:31Z,
hantsy/angularjs-springmvc-sample-boot,0,5,5,0,7,7,True,44,1622,283,283,137,0,57.078075,429,2015-08-05T08:39:08Z,
hantsy/spring-reactive-sample,0,74,74,0,150,150,True,149,5616,457,457,133,2,54.892086,801,2017-07-24T15:10:55Z,
hatunet/spring-data-mybatis,0,0,0,0,0,0,False,94,5677,142,142,56,31,42.117466,783,2016-11-07T03:01:48Z,
Heeexy/SpringBoot-Shiro-Vue,0,1,1,0,8,8,True,29,902,798,798,378,0,69.72665,311,2017-11-17T18:49:06Z,
heikehuan/springboot-multiple-dataSources,0,1,1,0,6,6,True,20,434,111,111,64,1,42.364017,54,2016-07-05T14:38:50Z,
hellokoding/registration-login-spring-hsql,0,1,1,0,1,1,True,13,328,175,175,236,7,59.3858,43,2016-07-05T07:01:37Z,
hellokoding/registration-login-spring-xml-maven-jsp-mysql,2,0,2,6,0,6,False,11,273,110,110,181,1,51.40705,60,2015-12-29T01:10:38Z,
helloworlde/SpringBoot-DynamicDataSource,0,1,1,0,7,7,True,21,586,181,181,98,0,54.084003,125,2017-12-18T16:13:41Z,
hemin1003/spring-boot-study,0,1,1,0,1,1,True,47,1136,157,157,89,0,45.161774,89,2016-10-31T02:58:07Z,
hemin1003/yfax-parent,0,2,2,0,4,4,True,348,20053,130,130,69,1,16.526026,4807,2017-07-20T03:20:15Z,
heyuxian/mcloud,0,10,10,0,32,32,True,40,1259,112,112,55,0,11.063974,1127,2017-09-05T13:26:39Z,
hisenyuan/SSM_BookSystem,14,0,14,45,0,45,False,59,3944,178,178,118,9,21.926828,225,2017-04-24T17:11:05Z,
hmkcode/Spring-Framework,14,4,18,27,5,32,True,45,1174,173,173,650,3,62.708786,257,2013-04-30T17:17:24Z,
honeyzhaoAliyun/WeixinMultiPlatform,0,0,0,0,0,0,False,102,5106,125,125,102,0,5.288189,336,2015-03-19T08:52:17Z,
